"you really cant expect more from film based dungeons dragons and this one delivers for players and the curious",fresh
"dungeons dragons honor among thieves never does anything truly surprising but it has lot of energy and enough craft and love for its genre to keep it entertaining",fresh
"much of enjoyment comes from simply hanging out with this ragtag group as they bop along to fantastical locales encounter creatures of all kinds and learn to work together the process",fresh
"they finally made quality dd film",fresh
"without possessing memorable qualities its dynamic horror product that lives limbo of mediocrity full review in spanish",rotten
"what works crowes attachment to attitude and belief of father amorth while enduring the standardized hollywood fare including plot similarities to the nun as if someone thought oh we can do better than that and damn well proved it",fresh
"paintbynumbers thriller thats been suffused with some of exorcism genres hoariest conventions and clichs",rotten
"it brings up tonal and thematic questions this frequently dumb movie doesnt have wherewithal to answer",rotten
"few horror films have so benefitted from presence of such genuine effortless star",fresh
"film that doesnt do anything new with genre conventions and doesnt generate dramatic depth it thinks it has",rotten
"tremendously fun exercise demonic horror that manages to stand out among its peers by using its huge wit its charming campy spirit and a russell crowe in his element having a great time among crucifixes holy water sprinklers and bibles",fresh
"type of routine religious horror film that should be forgettable but isnt thanks to engaging performance from russell crowe and strong story that over delivers what it promises",fresh
"russell crowe provides very charismatic performance and there intentionally funny moments throughout third act when the movie goes overboard",fresh
"if youre fan of horror or russell crowe or better still a fan of both this movie a mustsee",fresh
"selfaware tone and crowes performance helps fairly formulaic exorcism movie to stand out a bit it still suffers greatly from the cliches and redundancy that has plagued this subgenera for decades",rotten
"but lest you think movie sounds more serious or profound than it actually avery is not the least bit interested anything resembling depth or authenticity and thank god for that",fresh
"overall result manages to rise above its campy pulphorror plotting and wellworn overused ideas",fresh
"central motherdaughter tension well sold by its compelling duo and it offers perhaps more realistic view of the situation than your typical simplistic hollywood resolution",fresh
"popes exorcist doesnt match the bonedeep terror or filmmaking heights of the original exorcist but sets itself apart by building the whole movie understanding that its whole premise little silly",fresh
"within this film assortment of flavors some will stand out more your palette than others one has to wonder how many messages have to get cut body for popes exorcist to realize it already had new elements to spell things out with",rotten
"far too reminiscent of tired and cliched genre its playing to stand out in exciting enough way",rotten
"viewers may hope that half century after exorcist this new film must make new discoveries and attempt some original ideas for the exorcism subgenre of horror but unfortunately all theyll find a film as stale as expired communion wafers",rotten
"popes exorcist will certainly never go down as classic of the genre but its better than it has any reason to be sometimes the devil you know gets the job done just fine",fresh
"absurdly plotted blooddrenched haunted house moviewith all vitality and vivaciousness of 15thcentury corpse",rotten
"popes exorsict doesnt break new ground but its solid enough entry its horror subgenre",fresh
"its hard to overstate just how much crowe elevates this thing he sails through each scene with dancers grace elevating material without ever stooping to mock it",fresh
"director julius averys film makes up eccentric entertainment what it lacks in genuine scares",fresh
"crowe not enough to make popes exorcist good movie overall but it gets the kick it needs with his presence",rotten
"it isnt fun its so against fun whenever it approaches fun it bounces off it like negativelypolarized magnet",rotten
"russell crowes likeable performance only commendable aspect of this forgettable horror rehash",rotten
"demon possession elements all feel quite familiar but this film gets pass for crowes committed nottooserious performance his amorth cool and charge but also sometimes charmingly goofy",fresh
"it powerful historical drama and crowe is outstanding as a real life vatican exorcistinchief",fresh
"it combination of familiar ideas and tropes that may keep viewers entertained because of a fun performance from russell crowe avery injects enough style and darkness but script never allows it to stand out it falls short of being fun enough",rotten
"noisy murky nonsensical derivative horror movie wannabe",rotten
"tighter edit focused purely crazy bits could be a big cult hit as it might be timed just right for a 420 viewing with plenty of smoke breaks",rotten
"russell crowe understands assignment appropriately hamming it up but the filmmakers here caught between having fun with this absurdity and treating certain themes and clichs too seriously",rotten
"watchable but farfromspecial rehash of exorcism movie cliches",rotten
"popes exorcist may not be comedy but it does sometimes feel like a joke us",rotten
"crowe giving us sharp characterization of unpredictable amorth a godsend sorry for this movie becoming the one genuine beacon of credibility what is mostly a very hollywoodized look the subject matter",fresh
"what it may lack innovation popes exorcist readily compensates for in its spirited take tried and true concept",fresh
"congrats to mr crowe who joins pantheon of bad accent movies which runs the gamut from kevin costners robin hood prince of thieves all the way right back to russell crowe and his own robin hood",rotten
"popes exorcist edges very closely into sobaditsgood territory",rotten
"avery drives film pace as caffeinated as amorth himself and manages to incorporate legitimate scares into a plot halfway between indiana jones and a dan brown potboiler with camp touches worthy of ken russell",fresh
"whether crowe was intensely going toetotoe with malicious demon or puttering around rome undersized vespa while fully decked out priestly regalia was onboard",fresh
"russell crowe takes devils army with olive garden italian accent",fresh
"popes exorcist even has the gall to retcon the history of the church which the kind of pop punk theology that either endears you to the movie or turns you off it forever",fresh
"least crowes instinct for hamming it up absolves him from generic exorcism feature hes found himself",rotten
"all crowe lacks marvel cape and some dc tights and wed have ourselves a priestly superhero catholicman",rotten
"too much of popes exorcist amounts to the sameold",rotten
"never scary wholly derivative and mercifully short",rotten
"positives outweigh the negatives but the popes exorcist only notch above being just another terrible movie about demonic possession",fresh
"bland dumb and tedious while low scares and thrills does russell crowe want some cheese to go with all of that ham",rotten
"if youre going to do movie called popes exorcist there should be more to it that you wouldnt see or havent seen a movie about your everyday gardenvariety exorcist",rotten
"como se dice what hell",rotten
"while it does deliver good scares it doesnt stray too far from other samples of exorcism subgenre what there then is almost the same as always",fresh
"lot of a same old stuff feature which does have the benefit of engaged performance from crowe but as a chiller avery doesnt provide a fresh approach",rotten
"russell crowe hams it up as italian priest who performs exorcisms but jokes arent funny enough to make the popes exorcist comedy and the exorcisms arent scary enough to make it an effective horror movie its just a loud and incoherent mess",rotten
"when crowe speaks with italian accent its like chico marx has risen from grave and come back with the swagger of serpico",fresh
"its daft and camp good fun that ends with setup for sequel if not a whole franchise however it could have done with more pea soup",fresh
"slog to sit through and when we get to exorcism its a check list of exorcist movie tropes",rotten
"with hardly any scares or innovative ideas crowe cant save this film from its doom",rotten
"julius avery gets good scares as long as you havent seen too many exorcist movies full review in spanish",fresh
"director julius avery still relatively new to his art and his efforts here dont add much to his resume",rotten
"be thankful you didnt squander your money boxoffice this atrocious escapade one of the most worthless entries the marvel cinematic universe",rotten
"appropriately for marvel cinematic universes tiniest heroes the charms of antman and the wasp quantumania small but still satisfying",fresh
"general colordrenched toomuchness of it all might be tolerable if the plot wasnt such bythenumbers slog alternating hyperkinetic action sequences with draggy recitations of exposition",rotten
"this trip into quantumania missed opportunity",rotten
"most unfortunate of all usually reliable paul rudd coasts through this one wearing his charisma like old shirt that he forgot to wash and iron before putting assuming wed just love seeing it and him again",rotten
"quantumania has goods it lets majors take new big bad kang out for joyride without feeling like hes just slumming it antman picture",fresh
"mcu spent phase 4 showing sprawling universe some point theyre all going to have to come together to beat the crap out of each other weve got a whole multiverse to sit down to so let antman and the wasp quantumania be that appetizer",fresh
"love marvel and understand implications the film supposed to have as it ushers phase 5 what im loss to understand is just why this task was laid at the feet of antman",fresh
"because audiences warm to paul rudds humor his third standalone antman outing should have gone for laughs not some convoluted mythology that explains nothing",rotten
"far from best the mcu has to offer but fun energetic and quirky enough to overlook its flaws also jonathan majors",fresh
"while antman and wasp quantumanias overwhelming onslaught of half baked cgi and hamfisted performances may be the bulk of the films over two hour runtime one performer who isnt sleepwalking to his payday jonathan majors",rotten
"disastrous mess with ant population expanding even the family gardener has a suit which means scott langs role reduced to carrying everybodys luggage",rotten
"you have great cast that gets lost overstuffed story theres no emotional connections so many of characters just didnt get enough screen time and the goals of what theyre setting up with kang feel too abstract",rotten
"cannot imagine ranking it anywhere other than dead last out of 31 features presently constituting the marvel cinematic universe",rotten
"clumsy storytelling and underdeveloped characters unfortunately prevented it from being spectacular strong start that phase 5 needed it to be",rotten
"quantumania lifeless mirthless cgi saturnalia that dispenses almost entirely with emotional core of its characters its place peyton reed and his production team have resorted to the worst sort of empty spectacle filmmaking",rotten
"whole thing seems to be built almost entirely cliches and tropes with no gravity no sense of impact or consequence",rotten
"as standalone movie it falls squarely right center of worth it and not worth it to see in theaters",fresh
"despite smattering of jokes peyton reeds film just isnt as much fun as others",rotten
"with very small powers come no real responsibilities",rotten
"not even rudds effortless charisma can save characters from feeling lost against background of greybrown sludge and unremarkable landscaping",rotten
"liked this film lot fun and the humor still there but the stakes are definitively raised",fresh
"while film has bunch of things to pick apart its aesthetic and visual enjoyability isnt one of them",fresh
"thought this was fun entertaining visually interesting characters worked well and the villain spot is it amazing is it top tier no i dont think it was ever going to be but i dont regret my time with it",fresh
"jonathan majors elevated material and was realm altogether but the movie was too drunk its own mythology",rotten
"jonathan majors just outstanding hes different movie giving a shakespearean performance in what is otherwise well its antman",fresh
"antman wasp quantumania going to be lower the mcu movie list but with its thrilling action sequences and funny one liners this sequel makes for enjoyable blockbuster thats worth catching on the big screen",fresh
"antman wasp quantumania feels more like disney special than a filmits messy overindulgent weak cgi and humor falls flat jonathan majors great as kang but marvel seemed more focused on creating a 2hour trailer for something better",rotten
"quantumania swings big but forgets small stuff to its own detriment",fresh
"movie about antman wasp would do well to focus antman wasp",rotten
"universe with 20 films one of them has to be worst and quantamania a strong contender for that inauspicious title lacking any emotional mooring or reason to care whatsoever",rotten
"antman for wacky capers and comic relief avengers movies not expositionheavy narrative centerpieces responsible for setting up next three years of cinematic storytelling",rotten
"31 films deep mcu means there bound to be few duds the barrage of overblown effects and a story devoid of emotion makes this entry a bottom dweller the good news phase 5 can only get better",rotten
"anyone who fears that too many blockbusters becoming too similar wont feel fortunate while watching mcu going massive kang patently if only itd kept the antman pictures small",rotten
"more scifi than superhero flick this time taking cues from star wars and gets really fantastical while it may not be best the series its totally fun installment and one thats worth seeing the big screen",fresh
"all of this makes plot feel both murky and corny while the action less than convincing still the cast is fine form finding moments of emotion alongside the snarky relationship humour",fresh
"prologue that desperately seeks to make irrelevant relevant",rotten
"quantum realm strikingly similar to that other space movie if not chintzy reproduction whose heavy cgi work is like lipstick a space boar",rotten
"cant remember ever wanting to walk out during press screening of any post2008 marvel movie but i had urge this time around and wouldnt have missed much had i followed that impulse",rotten
"antman and wasp quantumania pure indulgent escapism that never forgets comic book movies supposed to be fun",fresh
"ensuing plot mostly gibberish full of universethreatening stakes that too easily overcome",rotten
"after three movies and couple of avengers appearances we finally get a scott and cassie movie",fresh
"it worth watching this to keep up with mcu sure its hard not to root for the little guy but this movie is just fine instead of particularly funny thrilling or memorable",fresh
"crawls instead of buzzes",rotten
"more appealing thing about the whole enterprise the mental image of these former alisters hanging out between takes swapping stories of the old days and competing over who least understands the script",rotten
"by virtue of placing character that nearly street level with a universe threatening opponent you have to make movie rise to meet it however antman and the wasp quantumania is largely stuck needing to be bigger",rotten
"portrayed by jonathan majors kang intense menacing presence who gives mcu the jolt it has sorely needed since avengers end game",fresh
"ntman 3 fun if predictable superhero movie that gets a few big things wrong but bounces back strength of its leads with both paul rudd and jonathan majors knocking it out of the park",fresh
"return to what marvel does best teasing next movie",fresh
"rarely has film about a family peril been so utterly devoid of suspense problem it seems that antman and the wasp quantumania exists as part of a larger enterprise",rotten
"one good scene cant fix film overloaded with so much plot and so many characters that youll actually wish everyone slowed down to tell their corny jokes",rotten
"thrill gone the marvel universe shoots blank a tiny one",rotten
"standout element majors whose unsettlingly cool calm and collected performance as kang will have you eagerly anticipating his next mcu appearance",fresh
"as another merry marvel continuity exercise it could be lot worse least they have a compellinglyacted villain again even if they arent quite sure what to do with him way to their destination",fresh
"antman and wasp quantumania the weirdest most fun movie of the three yet its bogged down by serving as another stepping stone the road to marvels multiverse saga",rotten
"uneven mix of comedy and action that lacks epicness but thrives introducing dangerous new villain",fresh
"film covers no new ground offers no new concepts and introduces almost nothing fresh the way of storytelling or character development rudd and reed made solid duo in the past but this time around the formula stands out more than the charm",rotten
"its nice hollywoods been scouring metaphysical and cosmological texts and translating them into comic book popcorn entertainment quantum realm but the overusage of cgi as lazy replacement for the craft of good storytelling tedious",rotten
"there some truly fun pieces to it some genuinely inventive and impressive visuals and mostly likable cast but it doesnt do enough to separate itself from blurred messy palette that the mcu has become to truly stand out its fine",fresh
"tentatively pushing into broader fantasy cinema it retains frissons for those of us who did grow up having our imaginations blown open by jack kirby",fresh
